index	token	frequency
10902	festers	1
10903	fetching	1
10904	fetid	1
10905	fetishes	1
10906	fetishism	1
10907	fetishistic	1
10908	fever-pitched	1
10909	fi	1
10910	fiascos	1
10911	fiddle	1
10912	fide	1
10913	fidel	1
10914	fidgeted	1
10915	fields	1
10916	fiend	1
10917	fiendish	1
10918	fiendishly	1
10919	fifteen	1
10920	fifteen-minute	1
10921	fifteen-year-old	1
10922	fifties	1
10923	fighters	1
10924	fiji	1
10925	fil	1
10926	filipino-americans	1
10927	filler	1
10928	fillers	1
10929	fillm	1
10930	film-culture	1
10931	filmgoing	1
10932	filter	1
10933	finch	1
10934	findings	1
10935	fine-looking	1
10936	finery	1
10937	fingering	1
10938	finishes	1
10939	finishing	1
10940	finn	1
10941	fire-breathing	1
10942	fireballs	1
10943	firebrand	1
10944	firmer	1
10945	firth	1
10946	fisk	1
10947	fist	1
10948	fistfights	1
10949	fixated	1
10950	fizzability	1
10951	flabbergasting	1
10952	flag	1
10953	flag-waving	1
10954	flagging	1
10955	flagrantly	1
10956	flags	1
10957	flails	1
10958	flakeball	1
10959	flakiness	1
10960	flamboyance	1
10961	flame-like	1
10962	flames	1
10963	flashbulb	1
10964	flashbulbs	1
10965	flashing	1
10966	flatfooted	1
10967	flatman	1
10968	flattened	1
10969	flattening	1
10970	flattens	1
10971	flattering	1
10972	flatula	1
10973	flavorful	1
10974	flavour	1
10975	flavours	1
10976	flck	1
10977	fleder	1
10978	fledgling	1
10979	fleeing	1
10980	fleet-footed	1
10981	fleetingly	1
10982	flesh-and-blood	1
10983	flex-a-thon	1
10984	flexible	1
10985	flibbertigibbet	1
10986	flick-knife	1
10987	flim-flam	1
10988	flimsier	1
10989	flinch	1
10990	flinching	1
10991	fling	1
10992	flinging	1
10993	flippant	1
10994	floats	1
10995	flog	1
10996	flood	1
10997	flopped	1
10998	flopping	1
10999	floppy	1
11000	flops	1
11001	floria	1
11002	floundering	1
11003	flounders	1
11004	flourish	1
11005	flower	1
11006	flower-power	1
11007	flowering	1
11008	flowery	1
11009	floyd	1
11010	fluidity	1
11011	fluids	1
11012	flurries	1
11013	flush	1
11014	fluttering	1
11015	flux	1
11016	fluxing	1
11017	flynn	1
11018	focusing	1
11019	fogging	1
11020	folds	1
11021	folksy	1
11022	folktales	1
11023	follies	1
11024	follow-your-dream	1
11025	followers	1
11026	foo	1
11027	food-for-thought	1
11028	food-spittingly	1
11029	fools	1
11030	foot	1
11031	football	1
11032	footing	1
11033	footnotes	1
11034	forages	1
11035	forbearing	1
11036	fore	1
11037	forefront	1
11038	foreground	1
11039	foreman	1
11040	foreshadowing	1
11041	forest	1
11042	forewarned	1
11043	forged	1
11044	forges	1
11045	forgivable	1
11046	forgot	1
11047	formalism	1
11048	formalist	1
11049	formidable	1
11050	forming	1
11051	formulas	1
11052	formuliac	1
11053	forrest	1
11054	forsaken	1
11055	forster	1
11056	forthright	1
11057	fortify	1
11058	forty	1
11059	forwards	1
11060	fosters	1
11061	foul-mouthed	1
11062	foul-natured	1
11063	foundering	1
11064	founding	1
11065	four-hour	1
11066	four-star	1
11067	four-year-old	1
11068	foursome	1
11069	fourteen-year	1
11070	fourth-rate	1
11071	foxworthy	1
11072	fraction	1
11073	fragment	1
11074	framing	1
11075	franc	1
11076	francisco	1
11077	frankenstein	1
11078	frankenstein-like	1
11079	frankenstein-monster	1
11080	frankie	1
11081	frankness	1
11082	franz	1
11083	françois	1
11084	frat	1
11085	frat-boy	1
11086	frayed	1
11087	frazzled	1
11088	freak-out	1
11089	freak-outs	1
11090	freaking	1
11091	freakish	1
11092	freakshow	1
11093	free-wheeling	1
11094	freeing	1
11095	freewheeling	1
11096	freezers	1
11097	freighter	1
11098	french-produced	1
11099	fresh-squeezed	1
11100	freshening	1
11101	fresher	1
11102	freshman	1
11103	fret	1
11104	freudian	1
11105	freudianism	1
11106	fried	1
11107	friedman	1
11108	frightfest	1
11109	frightful	1
11110	fringe	1
11111	frittered	1
11112	fritters	1
11113	frodo	1
11114	frolic	1
11115	from-television	1
11116	front-loaded	1
11117	frontman	1
11118	frosting	1
11119	frothing	1
11120	frowns	1
11121	fruit	1
11122	fruitful	1
11123	fruition	1
11124	frustrated	1
11125	frustrates	1
11126	frustrations	1
11127	fubar	1
11128	fuddled	1
11129	fuddy-duddy	1
11130	fudged	1
11131	fudges	1
11132	fuel	1
11133	fueled	1
11134	fuelled	1
11135	fuels	1
11136	fugitive	1
11137	fuhrman	1
11138	fulford-wierzbicki	1
11139	full-blooded	1
11140	full-fledged	1
11141	full-frontal	1
11142	full-length	1
11143	fullness	1
11144	fumbled	1
11145	fumes	1
11146	fun-for-fun	1
11147	fun-loving	1
11148	fun-seeking	1
11149	funky	1
11150	funniness	1
11151	funnybone	1
11152	furious	1
11153	furrow	1
11154	fuse	1
11155	fuses	1
11156	fusion	1
11157	fussing	1
11158	fussy	1
11159	fustily	1
11160	fusty	1
11161	futility	1
11162	future-world	1
11163	fuzziness	1
11164	g-rated	1
11165	g.	1
11166	gabbiest	1
11167	gabriele	1
11168	gadzooks	1
11169	gaiety	1
11170	gainsbourg	1
11171	gait	1
11172	gaitskill	1
11173	galan	1
11174	galinsky	1
11175	gall	1
11176	galled	1
11177	gallery	1
11178	gallic	1
11179	galore	1
11180	galvanize	1
11181	gambles	1
11182	gambling	1
11183	gamely	1
11184	gamesmanship	1
11185	gamut	1
11186	gandalf	1
11187	gander	1
11188	ganesh	1
11189	gang-infested	1
11190	gang-member	1
11191	gang-raped	1
11192	gangster\/crime	1
11193	garage	1
11194	garbled	1
11195	garbus	1
11196	garcía	1
11197	garde	1
11198	garden	1
11199	gargantuan	1
11200	garish	1
11201	garner	1
11202	garnered	1
11203	garnish	1
11204	garth	1
11205	gasping	1
11206	gasps	1
11207	gates	1
11208	gathering	1
11209	gator-bashing	1
11210	gauge	1
11211	gaunt	1
11212	gawky	1
11213	gay-niche	1
11214	gaye	1
11215	gays	1
11216	gaï	1
11217	gears	1
11218	geddes	1
11219	gedeck	1
11220	geek	1
11221	geeked	1
11222	geeks	1
11223	gelati	1
11224	gellar	1
11225	gems	1
11226	gender-bending	1
11227	gender-provoking	1
11228	gender-war	1
11229	generalities	1
11230	generational	1
11231	generically	1
11232	genes	1
11233	genesis	1
11234	geneva	1
11235	genevieve	1
11236	genial-rogue	1
11237	geniality	1
11238	genocide	1
11239	genre-busting	1
11240	genre-curling	1
11241	gentlemen	1
11242	geographical	1
11243	georgia	1
11244	georgian-israeli	1
11245	gerardo	1
11246	german-expressionist	1
11247	germanic	1
11248	germany	1
11249	gestalt	1
11250	gesture	1
11251	gestures	1
11252	gesturing	1
11253	get-go	1
11254	ghandi	1
11255	ghastly	1
11256	ghostbusters	1
11257	ghoulish	1
11258	giannini	1
11259	giant-screen	1
11260	giants	1
11261	gibberish	1
11262	gidget	1
11263	gifford	1
11264	gigantic	1
11265	giggle	1
11266	giggling	1
11267	giggly	1
11268	giler	1
11269	giles	1
11270	gilmore	1
11271	gimmicks	1
11272	giovanni	1
11273	girardot	1
11274	girl-buddy	1
11275	girl-on-girl	1
11276	girlfriend	1
11277	girlfriends	1
11278	girlish	1
11279	girls-behaving-badly	1
11280	give-and-take	1
11281	give-me-an-oscar	1
11282	glacial	1
11283	glacially	1
11284	glamorous	1
11285	glance	1
11286	glancing	1
11287	glass-shattering	1
11288	glazed	1
11289	glides	1
11290	gliding	1
11291	glinting	1
11292	glitzy	1
11293	glizty	1
11294	globalizing	1
11295	globetrotters-generals	1
11296	gloom	1
11297	glosses	1
11298	glow	1
11299	glows	1
11300	glucose	1
11301	glued	1
11302	gluing	1
11303	go-for-broke	1
11304	gobble	1
11305	gobbler	1
11306	goddammit	1
11307	gods	1
11308	godzilla	1
11309	goers	1
11310	goggles	1
11311	goldberg	1
11312	goldie	1
11313	goldman	1
11314	goliath	1
11315	gone-to-seed	1
11316	good-bad	1
11317	good-for-you	1
11318	good-naturedness	1
11319	good-time	1
11320	goodall	1
11321	goodies	1
11322	goodly	1
11323	gooeyness	1
11324	goofiest	1
11325	goofily	1
11326	goombah	1
11327	goose-pimple	1
11328	goosebumps	1
11329	gordy	1
11330	gore-free	1
11331	gorefest	1
11332	gorgeousness	1
11333	goth	1
11334	goth-vampire	1
11335	goths	1
11336	goulash	1
11337	gourd	1
11338	gourmet	1
11339	governance	1
11340	government	1
11341	governmental	1
11342	governments	1
11343	governs	1
11344	grabowsky	1
11345	grabs	1
11346	graceland	1
11347	graces	1
11348	gracious	1
11349	grad	1
11350	grade-grubbers	1
11351	grade-school	1
11352	graduate	1
11353	graduated	1
11354	graduation	1
11355	graffiti	1
11356	grand-scale	1
11357	granddad	1
11358	grandfather	1
11359	grandiloquent	1
11360	grandiose	1
11361	grandkids	1
11362	grandly	1
11363	grandmother	1
11364	grandness	1
11365	grandparents	1
11366	grandstanding	1
11367	granger	1
11368	granted	1
11369	graphically	1
11370	graphics	1
11371	grasping	1
11372	grasps	1
11373	grateful	1
11374	gratify	1
11375	gratitude	1
11376	graves	1
11377	graveyard	1
11378	gravitational	1
11379	gray	1
11380	grayish	1
11381	graze	1
11382	grease	1
11383	greaseballs	1
11384	greasy	1
11385	greatest-hits	1
11386	greed	1
11387	greenfingers	1
11388	greg	1
11389	gregory	1
11390	gremlins	1
11391	grenier	1
11392	grenoble	1
11393	greta	1
11394	grievous	1
11395	griffin	1
11396	griffith	1
11397	grimace	1
11398	grimly	1
11399	grimy	1
11400	grinds	1
11401	grip	1
11402	grisham	1
11403	grittily	1
11404	grizzled	1
11405	groan	1
11406	groan-to-guffaw	1
11407	groaner	1
11408	groaners	1
11409	grocery	1
11410	groen	1
11411	groggy	1
11412	grooved	1
11413	grosses	1
11414	grossest	1
11415	grotesquely	1
11416	grouchy	1
11417	groundbreaking	1
11418	grounded	1
11419	grounding	1
11420	grounds	1
11421	groupie\/scholar	1
11422	groupies	1
11423	grub	1
11424	grubbing	1
11425	grueling	1
11426	gruesome	1
11427	grumble	1
11428	grumbling	1
11429	grumpy	1
11430	grunge-pirate	1
11431	grungy	1
11432	gryffindor	1
11433	guarantees	1
11434	guard	1
11435	guardian	1
11436	guei	1
11437	guessable	1
11438	guffaw	1
11439	guiding	1
11440	guillen	1
11441	guilt-free	1
11442	guilt-suffused	1
11443	guilt-trip	1
11444	guiltless	1
11445	guises	1
11446	gullets	1
11447	gullible	1
11448	gulp	1
11449	gulpilil	1
11450	gulzar	1
11451	gum	1
11452	gump	1
11453	gunfest	1
11454	gunfight	1
11455	guru	1
11456	gurus	1
11457	gushing	1
11458	gushy	1
11459	gussied	1
11460	gut	1
11461	gut-busting	1
11462	gut-clutching	1
11463	gutless	1
11464	gutsy	1
11465	gutter	1
11466	guy-in-a-dress	1
11467	guzman	1
11468	guzmán	1
11469	gymnastics	1
11470	hack-and-slash	1
11471	hackery	1
11472	hackles	1
11473	hades	1
11474	hagiographic	1
11475	hail	1
11476	hairdo	1
11477	hairier	1
11478	hairline	1
11479	hairpiece	1
11480	hairy	1
11481	half-an-hour	1
11482	half-asleep	1
11483	half-assed	1
11484	half-dimensional	1
11485	half-dozen	1
11486	half-lit	1
11487	half-naked	1
11488	half-sleep	1
11489	half-step	1
11490	halfhearted	1
11491	halftime	1
11492	halfwit	1
11493	halle	1
11494	hallelujah	1
11495	hallucinogenic	1
11496	halos	1
11497	hammering	1
11498	hammers	1
11499	hammily	1
11500	hamming	1
11501	hamstrung	1
11502	hand-drawn	1
11503	hand-held	1
11504	handbag-clutching	1
11505	handguns	1
11506	handheld	1
11507	handicap	1
11508	handicapped	1
11509	handily	1
11510	handiwork	1
11511	hands-off	1
11512	hands-on	1
11513	handy	1
11514	hang-ups	1
11515	hangover	1
11516	hankies	1
11517	hanky-panky	1
11518	hanley	1
11519	hanukkah	1
11520	haphazardness	1
11521	haplessness	1
11522	happenstance	1
11523	happily-ever	1
11524	haranguing	1
11525	harbour	1
11526	hard-core	1
11527	hard-driving	1
11528	hard-edged	1
11529	hard-eyed	1
11530	hard-hearted	1
11531	hard-partying	1
11532	hard-pressed	1
11533	hard-sell	1
11534	hard-to-predict	1
11535	hard-to-swallow	1
11536	hard-won	1
11537	hardass	1
11538	hardest	1
11539	hardhearted	1
11540	hardman	1
11541	hardscrabble	1
11542	hardship	1
11543	hardware	1
11544	hardwood	1
11545	hare	1
11546	harlem	1
11547	harmed	1
11548	harmlessly	1
11549	harmoniously	1
11550	harps	1
11551	harshness	1
11552	harvesting	1
11553	harvests	1
11554	harvey	1
11555	hash	1
11556	hat	1
11557	hat-in-hand	1
11558	hated	1
11559	hateful	1
11560	hatfield	1
11561	hatosy	1
11562	hats	1
11563	haunts	1
11564	haute	1
11565	havoc	1
11566	hawley	1
11567	hayao	1
11568	hayseeds-vs	1
11569	haywire	1
11570	hazy	1
11571	head-on	1
11572	head-trip	1
11573	head-turner	1
11574	headaches	1
11575	headbanger	1
11576	heading	1
11577	headline-fresh	1
11578	headly	1
11579	heap	1
11580	heaped	1
11581	heaps	1
11582	hearing	1
11583	heart-breaking	1
11584	heart-breakingly	1
11585	heart-felt	1
11586	heart-pounding	1
11587	heart-rate-raising	1
11588	heart-string	1
11589	heart-warming	1
11590	heartily	1
11591	heartland	1
11592	heartstrings	1
11593	heartwarmingly	1
11594	heathers	1
11595	heavy-duty	1
11596	heavyweight	1
11597	heavyweights	1
11598	heck	1
11599	hectic	1
11600	heed	1
11601	heedless	1
11602	heels	1
11603	heidegger	1
11604	heidi	1
11605	height	1
11606	helga	1
11607	hell-bent	1
11608	hell-jaunt	1
11609	heller	1
11610	hellstenius	1
11611	helluva	1
11612	helms	1
11613	helpful	1
11614	helpings	1
11615	hem	1
11616	hems	1
11617	hennings	1
11618	hepburn	1
11619	heralds	1
11620	hereby	1
11621	heremakono	1
11622	heretofore	1
11623	hermetic	1
11624	hermitage	1
11625	hermocrates	1
11626	heroism	1
11627	herring	1
11628	herrings	1
11629	herrmann	1
11630	hews	1
11631	hi	1
11632	hiatus	1
11633	hibernation	1
11634	hibiscus	1
11635	hicks	1
11636	hidden-agenda	1
11637	hide-and-seek	1
11638	hidebound	1
11639	hideous	1
11640	hideousness	1
11641	hierarchy	1
11642	high-adrenaline	1
11643	high-buffed	1
11644	high-end	1
11645	high-powered	1
11646	high-spirited	1
11647	high-strung	1
11648	high-wattage	1
11649	highbrow	1
11650	highlander	1
11651	highlights	1
11652	highly-praised	1
11653	highways	1
11654	hijacks	1
11655	hijinks	1
11656	hilary	1
11657	hills	1
11658	hindsight	1
11659	hinges	1
11660	hinton	1
11661	hints	1
11662	hippest	1
11663	hippie-turned-yuppie	1
11664	hippopotamus	1
11665	hired	1
11666	hirosue	1
11667	hispanic	1
11668	hiss	1
11669	histrionic	1
11670	hit-hungry	1
11671	hit-man	1
11672	hitch	1
11673	hitchens	1
11674	hitler-study	1
11675	hitman	1
11676	hiv\/aids	1
11677	hjejle	1
11678	hjelje	1
11679	hmmm	1
11680	hmmmmm	1
11681	ho	1
11682	ho-hum	1
11683	ho-tep	1
11684	hobbled	1
11685	hobby	1
11686	hobnail	1
11687	hogwash	1
11688	holden	1
11689	hole-ridden	1
11690	holiday-season	1
11691	holistic	1
11692	hollowness	1
11693	hollywood-action	1
11694	hollywood-itis	1
11695	hollywood-ized	1
11696	hollywood-predictable	1
11697	holmes	1
11698	holofcenter	1
11699	holographic	1
11700	homages	1
11701	homeric	1
11702	homework	1
11703	homicide	1
11704	homiletic	1
11705	homo-eroticism	1
11706	homogenized	1
11707	homophobia	1
11708	homosexual	1
11709	honeys	1
11710	honks	1
11711	honorably	1
11712	honored	1
11713	honoring	1
11714	honors	1
11715	hood	1
11716	hoods	1
11717	hoofing	1
11718	hook-ups	1
11719	hooked	1
11720	hookers	1
11721	hooks	1
11722	hooliganism	1
11723	hoopla	1
11724	hooting	1
11725	hopkins\/rock	1
11726	hopped-up	1
11727	horde	1
11728	horizons	1
11729	hormonal	1
11730	horrid	1
11731	horrific	1
11732	horrified	1
11733	horrifyingly	1
11734	horror\/action	1
11735	horton	1
11736	hos	1
11737	hospitals	1
11738	hossein	1
11739	hostage	1
11740	hostile	1
11741	hot-blooded	1
11742	hotels	1
11743	hothouse	1
11744	hotsies	1
11745	hotter	1
11746	hotter-two-years-ago	1
11747	hottest	1
11748	hoult	1
11749	hounds	1
11750	hour-and-a-half-long	1
11751	hourlong	1
11752	houseboat	1
11753	household	1
11754	households	1
11755	hovering	1
11756	howling	1
11757	howlingly	1
11758	hrs	1
11759	hubristic	1
11760	huckster	1
11761	hudson	1
11762	hue	1
11763	huge-screen	1
11764	huggers	1
11765	hughes	1
11766	human-scale	1
11767	humanist	1
11768	humanize	1
11769	humankind	1
11770	humbling	1
11771	humbuggery	1
11772	humidity	1
11773	humiliated	1
11774	humiliation	1
11775	humor-seeking	1
11776	humorously	1
11777	hundert	1
11778	hundreds	1
11779	hunger	1
11780	hungry	1
11781	hungry-man	1
11782	hunky	1
11783	hunnam	1
11784	hunting	1
11785	hurried	1
11786	hurry	1
11787	husband-and-wife	1
11788	hush	1
11789	hushed	1
11790	huskies	1
11791	hussein	1
11792	hustlers	1
11793	hustling	1
11794	hutchins	1
11795	hymn	1
11796	hyper-artificiality	1
11797	hyper-real	1
11798	hyper-realistic	1
11799	hyperbolic	1
11800	hypermasculine	1
11801	hyphenate	1
11802	hypocrisies	1
11803	hypocrisy	1
11804	hypothesis	1
11805	hysteria	1
11806	hysterics	1
11807	hélène	1
11808	i-2-spoofing	1
11809	i-heard-a-joke	1
11810	i.q.	1
11811	ia	1
11812	iben	1
11813	iceberg	1
11814	iced	1
11815	icily	1
11816	ick	1
11817	icky	1
11818	iconic	1
11819	iconography	1
11820	icons	1
11821	ideally	1
11822	identification	1
11823	identity-seeking	1
11824	ideological	1
11825	ideology	1
11826	idiom	1
11827	idiotically	1
11828	idling	1
11829	idol	1
11830	ignites	1
11831	ii-birkenau	1
11832	iles	1
11833	ill-advised	1
11834	ill-constructed	1
11835	ill-equipped	1
11836	ill-informed	1
11837	ill-timed	1
11838	ill-wrought	1
11839	illiterate	1
11840	illogic	1
11841	ills	1
11842	illuminate	1
11843	illuminated	1
11844	illuminates	1
11845	illumination	1
11846	image-mongering	1
11847	imaginary	1
11848	imaginatively	1
11849	imagines	1
11850	imaxy	1
11851	imbecilic	1
11852	imbue	1
11853	imitations	1
11854	imitative	1
11855	imitator	1
11856	immaculately	1
11857	immaturity	1
11858	immense	1
11859	immerse	1
11860	immersive	1
11861	immortal	1
11862	immortals	1
11863	immune	1
11864	imogen	1
11865	impacting	1
11866	impacts	1
11867	impair	1
11868	imparted	1
11869	imparting	1
11870	impassive	1
11871	impatient	1
11872	impatiently	1
11873	impeccably	1
11874	imperfection	1
11875	imperious	1
11876	impervious	1
11877	impetuousness	1
11878	impetus	1
11879	impish	1
11880	implication	1
11881	implications	1
11882	implicitly	1
11883	implied	1
11884	implodes	1
11885	implosion	1
11886	imponderably	1
11887	importantly	1
11888	imposed	1
11889	imposter	1
11890	impresses	1
11891	impressionable	1
11892	impressionistic	1
11893	imprint	1
11894	improbabilities	1
11895	improbability	1
11896	improbably	1
11897	improperly	1
11898	improvise	1
11899	impudent	1
11900	in-between	1
11901	in-joke	1
11902	in-jokes	1
11903	in-jokey	1
11904	in-your-face	1
11905	inactive	1
11906	inadequate	1
11907	inadequately	1
11908	inadvertent	1
11909	inanities	1
11910	inarticulate	1
11911	inauspicious	1
11912	incarnation	1
11913	incarnations	1
11914	incessantly	1
11915	inchoate	1
11916	incidents	1
11917	incinerates	1
11918	inclusiveness	1
11919	incognito	1
11920	inconceivable	1
11921	inconclusive	1
11922	incurably	1
11923	indefinitely	1
11924	indelible	1
11925	independence	1
11926	independent-community	1
11927	indescribably	1
11928	india	1
11929	indicate	1
11930	indie-heads	1
11931	indieflick	1
11932	indigenous	1
11933	indigestion	1
11934	indignant	1
11935	indignation	1
11936	indispensable	1
11937	indisputably	1
11938	indistinct	1
11939	individuality	1
11940	indoctrinated	1
11941	indomitability	1
11942	indoor	1
11943	induce	1
11944	indulge	1
11945	indulged	1
11946	indulgently	1
11947	indulges	1
11948	indulging	1
11949	industrial-model	1
11950	ineffable	1
11951	ineffective	1
11952	ineptitude	1
11953	inescapably	1
11954	inexcusable	1
11955	inexorably	1
11956	inexpressible	1
11957	inexpressive	1
11958	inextricably	1
11959	infamy	1
11960	infantilized	1
11961	infants	1
11962	infatuated	1
11963	infatuation	1
11964	infectiously	1
11965	inferior	1
11966	infiltrated	1
11967	infinite	1
11968	infirmity	1
11969	inflammatory	1
11970	inflate	1
11971	influences	1
11972	influential	1
11973	inform	1
11974	informs	1
11975	infrequently	1
11976	infuriatingly	1
11977	infuse	1
11978	infusing	1
11979	ingeniously	1
11980	ingenue	1
11981	ingest	1
11982	ingredient	1
11983	inhabitants	1
11984	inhalant	1
11985	inhale	1
11986	initially	1
11987	initiation	1
11988	injected	1
11989	injustice	1
11990	injustices	1
11991	inmates	1
11992	innate	1
11993	innovations	1
11994	innovators	1
11995	innuendoes	1
11996	innumerable	1
11997	inquiries	1
11998	inquisitiveness	1
11999	ins	1
12000	insatiable	1
12001	insensitivity	1
12002	inseparable	1
12003	inside-show-biz	1
12004	insiders	1
12005	insignificant	1
12006	insinuating	1
12007	insinuation	1
12008	insistently	1
12009	insouciance	1
12010	inspection	1
12011	inspector	1
12012	instability	1
12013	installments	1
12014	instalment	1
